timestamp,distance_mm_inverted
2025/05/23 14:57:38.310,-73.00
2025/05/23 14:57:38.373,-73.00
2025/05/23 14:57:38.437,-73.00
2025/05/23 14:57:38.502,-73.00
2025/05/23 14:57:38.568,-73.00
2025/05/23 14:57:38.628,-73.00
2025/05/23 14:57:38.690,-73.00
2025/05/23 14:57:38.754,-73.00
2025/05/23 14:57:38.817,-73.00
2025/05/23 14:57:38.881,-74.00
2025/05/23 14:57:39.008,-74.00
2025/05/23 14:57:39.072,-73.00
2025/05/23 14:57:39.134,-72.00
2025/05/23 14:57:39.199,-72.00
2025/05/23 14:57:39.261,-72.00
2025/05/23 14:57:39.324,-72.00
2025/05/23 14:57:39.389,-73.00
2025/05/23 14:57:39.452,-74.00
2025/05/23 14:57:39.515,-73.00
2025/05/23 14:57:39.578,-72.00
2025/05/23 14:57:39.706,-71.00
2025/05/23 14:57:39.768,-71.00
2025/05/23 14:57:39.831,-71.00
2025/05/23 14:57:39.895,-71.00
2025/05/23 14:57:39.959,-71.00
2025/05/23 14:57:40.007,-71.00
2025/05/23 14:57:40.069,-71.00
2025/05/23 14:57:40.133,-71.00
2025/05/23 14:57:40.197,-71.00
2025/05/23 14:57:40.260,-71.00
2025/05/23 14:57:40.324,-70.00
2025/05/23 14:57:40.451,-70.00
2025/05/23 14:57:40.514,-70.00
2025/05/23 14:57:40.577,-70.00
2025/05/23 14:57:40.642,-71.00
2025/05/23 14:57:40.704,-71.00
2025/05/23 14:57:40.768,-71.00
2025/05/23 14:57:40.832,-71.00
2025/05/23 14:57:40.895,-71.00
2025/05/23 14:57:40.959,-71.00
2025/05/23 14:57:41.021,-71.00
2025/05/23 14:57:41.069,-71.00
2025/05/23 14:57:41.196,-73.00
2025/05/23 14:57:41.259,-73.00
2025/05/23 14:57:41.323,-73.00
2025/05/23 14:57:41.386,-73.00
2025/05/23 14:57:41.450,-73.00
2025/05/23 14:57:41.513,-73.00
2025/05/23 14:57:41.576,-73.00
2025/05/23 14:57:41.640,-72.00
2025/05/23 14:57:41.703,-72.00
2025/05/23 14:57:41.767,-72.00
2025/05/23 14:57:41.894,-72.00
2025/05/23 14:57:41.957,-72.00
2025/05/23 14:57:42.019,-71.00
2025/05/23 14:57:42.081,-71.00
2025/05/23 14:57:42.144,-70.00
2025/05/23 14:57:42.208,-70.00
2025/05/23 14:57:42.271,-70.00
2025/05/23 14:57:42.334,-72.00
2025/05/23 14:57:42.397,-72.00
2025/05/23 14:57:42.461,-72.00
2025/05/23 14:57:42.525,-72.00
2025/05/23 14:57:42.651,-72.00
2025/05/23 14:57:42.714,-74.00
2025/05/23 14:57:42.777,-75.00
2025/05/23 14:57:42.841,-76.00
2025/05/23 14:57:42.904,-76.00
2025/05/23 14:57:42.968,-75.00
2025/05/23 14:57:43.031,-75.00
2025/05/23 14:57:43.094,-74.00
2025/05/23 14:57:43.158,-74.00
2025/05/23 14:57:43.221,-74.00
2025/05/23 14:57:43.286,-74.00
2025/05/23 14:57:43.349,-74.00
2025/05/23 14:57:43.412,-73.00
2025/05/23 14:57:43.476,-72.00
2025/05/23 14:57:43.540,-72.00
2025/05/23 14:57:43.604,-72.00
2025/05/23 14:57:43.667,-72.00
2025/05/23 14:57:43.733,-71.00
2025/05/23 14:57:43.798,-71.00
2025/05/23 14:57:43.862,-71.00
2025/05/23 14:57:43.924,-72.00
2025/05/23 14:57:43.986,-72.00
2025/05/23 14:57:44.113,-72.00
2025/05/23 14:57:44.181,-72.00
2025/05/23 14:57:44.240,-72.00
2025/05/23 14:57:44.303,-72.00
2025/05/23 14:57:44.367,-72.00
2025/05/23 14:57:44.430,-70.00
2025/05/23 14:57:44.496,-70.00
2025/05/23 14:57:44.558,-70.00
2025/05/23 14:57:44.622,-70.00
2025/05/23 14:57:44.686,-70.00
2025/05/23 14:57:44.812,-70.00
2025/05/23 14:57:44.877,-70.00
2025/05/23 14:57:44.939,-71.00
2025/05/23 14:57:45.003,-72.00
2025/05/23 14:57:45.066,-72.00
2025/05/23 14:57:45.129,-72.00
2025/05/23 14:57:45.194,-72.00
2025/05/23 14:57:45.241,-72.00
2025/05/23 14:57:45.305,-72.00
2025/05/23 14:57:45.368,-72.00
2025/05/23 14:57:45.433,-71.00
2025/05/23 14:57:45.559,-71.00
2025/05/23 14:57:45.623,-70.00
2025/05/23 14:57:45.686,-71.00
2025/05/23 14:57:45.750,-72.00
2025/05/23 14:57:45.814,-72.00
2025/05/23 14:57:45.877,-72.00
2025/05/23 14:57:45.941,-72.00
2025/05/23 14:57:46.005,-72.00
2025/05/23 14:57:46.068,-71.00
2025/05/23 14:57:46.132,-71.00
2025/05/23 14:57:46.196,-70.00
2025/05/23 14:57:46.323,-70.00
2025/05/23 14:57:46.385,-71.00
2025/05/23 14:57:46.449,-72.00
2025/05/23 14:57:46.512,-72.00
2025/05/23 14:57:46.576,-72.00
2025/05/23 14:57:46.640,-72.00
2025/05/23 14:57:46.704,-73.00
2025/05/23 14:57:46.766,-73.00
2025/05/23 14:57:46.829,-73.00
2025/05/23 14:57:46.893,-72.00
2025/05/23 14:57:47.019,-72.00
2025/05/23 14:57:47.082,-71.00
2025/05/23 14:57:47.145,-71.00
2025/05/23 14:57:47.210,-71.00
2025/05/23 14:57:47.258,-71.00
2025/05/23 14:57:47.320,-72.00
2025/05/23 14:57:47.384,-72.00
2025/05/23 14:57:47.446,-72.00
2025/05/23 14:57:47.510,-72.00
2025/05/23 14:57:47.574,-73.00
2025/05/23 14:57:47.638,-73.00
2025/05/23 14:57:47.764,-73.00
2025/05/23 14:57:47.828,-73.00
2025/05/23 14:57:47.891,-72.00
2025/05/23 14:57:47.955,-71.00
2025/05/23 14:57:48.018,-71.00
2025/05/23 14:57:48.085,-70.00
2025/05/23 14:57:48.145,-70.00
2025/05/23 14:57:48.211,-70.00
2025/05/23 14:57:48.273,-70.00
2025/05/23 14:57:48.336,-71.00
2025/05/23 14:57:48.463,-72.00
2025/05/23 14:57:48.528,-72.00
2025/05/23 14:57:48.591,-72.00
2025/05/23 14:57:48.655,-73.00
2025/05/23 14:57:48.721,-73.00
2025/05/23 14:57:48.783,-72.00
2025/05/23 14:57:48.845,-72.00
2025/05/23 14:57:48.909,-73.00
2025/05/23 14:57:48.972,-74.00
2025/05/23 14:57:49.035,-75.00
2025/05/23 14:57:49.099,-75.00
2025/05/23 14:57:49.211,-74.00
2025/05/23 14:57:49.274,-73.00
2025/05/23 14:57:49.338,-72.00
2025/05/23 14:57:49.401,-72.00
2025/05/23 14:57:49.465,-72.00
2025/05/23 14:57:49.529,-72.00
2025/05/23 14:57:49.591,-72.00
2025/05/23 14:57:49.649,-72.00
2025/05/23 14:57:49.715,-72.00
2025/05/23 14:57:49.783,-72.00
2025/05/23 14:57:49.839,-72.00
2025/05/23 14:57:49.961,-72.00
2025/05/23 14:57:50.025,-73.00
2025/05/23 14:57:50.089,-73.00
